,LITHOLOGY
11948,Limestone
7473,Sandstone
7079,SandstoneShale
2978,SandstoneShale
7175,SandstoneShale
12639,Coal
6849,Sandstone
921,Limestone
2791,Marl
8730,Sandstone
6012,Sandstone
12557,Sandstone
5283,Sandstone
7958,Tuff
2279,Limestone
12115,Sandstone
6729,Sandstone
1263,Chalk
3472,SandstoneShale
5122,Sandstone
2332,Limestone
3548,SandstoneShale
3425,Sandstone
3996,SandstoneShale
5822,Marl
6275,Sandstone
11665,Limestone
3268,Sandstone
12227,Sandstone
8139,Tuff
5013,Sandstone
2540,Marl
1149,Chalk
388,Sandstone
312,Sandstone
12325,Sandstone
2301,Limestone
7222,SandstoneShale
10925,Sandstone
9222,Limestone
11734,Limestone
2171,Limestone
9798,Sandstone
4530,Sandstone
5182,Sandstone
12709,Limestone
7844,Sandstone
12760,SandstoneShale
2776,Sandstone
1339,Chalk
8582,Sandstone
741,SandstoneShale
2123,Limestone
8890,Sandstone
10987,Sandstone
11157,Limestone
1920,Chalk
9431,Limestone
9869,Sandstone
209,SandstoneShale
9822,Sandstone
9121,Sandstone
8165,Tuff
723,SandstoneShale
1177,Chalk
12147,Sandstone
1521,Chalk
4350,Sandstone
8404,Sandstone
4221,Sandstone
1046,Limestone
6375,Coal
3526,SandstoneShale
8661,Sandstone
2701,Marl
2888,Sandstone
3693,SandstoneShale
3166,Sandstone
10871,Sandstone
6011,Sandstone
10431,Tuff
5726,Sandstone
2811,Marl
6920,Sandstone
12163,Sandstone
2882,Sandstone
5572,Sandstone
10731,Sandstone
2432,Limestone
8586,Sandstone
11373,Limestone
2911,Marl
9763,Coal
4059,SandstoneShale
702,Tuff
5087,SandstoneShale
13821,Sandstone
10961,Sandstone
2591,Marl
2631,Limestone
13539,Sandstone
689,Limestone
